"from_stop_id","to_stop_id","transfer_type","min_transfer_time","from_route_id","to_route_id","from_trip_id","to_trip_id"
000008010036,060160004002,2,360,10881_100,10157_109,,
000008010036,060160004002,2,360,10881_100,10162_109,,
000008010036,450009160004,2,60,,,,
000008010036,710009160004,2,240,,,,
000008010035,000008010035,2,300,,,,
000008010035,060162001099,2,240,,,,
000008010035,060162001813,2,240,,,,
000008010035,060162001814,2,240,,,,
000008010031,000008010031,2,300,,,,
000008010031,250000000202,2,180,,,,
000008010031,250000000201,2,180,,,,
000008010031,250000000203,2,180,,,,
000008012384,000008012384,2,300,,,,
000008012384,710009950002,2,240,,,,
000008012381,000008012381,2,300,,,,
000008011740,000008011740,2,300,,,,
000008011740,300000003961,2,240,,,,
000008011740,300000003962,2,240,,,,
000008011740,710009245032,2,240,,,,
000008011749,000008011749,2,300,,,,
000008011460,000008011460,2,300,,,,
000008012656,000008012656,2,300,,,,
000008012650,000008012650,2,300,,,,
000008011188,000008011188,2,300,,,,
000008011188,750000329901,2,180,,,,
000008011188,450009350137,2,180,,,,
000008012413,000008012413,2,300,,,,
000008012413,130000081001,2,180,,,,
000008012413,130000081002,2,180,,,,
000008012413,450009200043,2,180,,,,
000008012418,000008012418,2,300,,,,
000008012418,500000100563,2,180,,,,
000008010268,000008010268,2,300,,,,
000008010302,000008010302,2,300,,,,
000008010308,000008010308,2,300,,,,
000008010308,000008010308,2,180,,,56951829,56951836
000008010308,000008010308,2,180,,,56951832,56951839
000008010308,000008010308,2,180,,,56951833,56951840
000008010308,000008010308,2,180,,,56951834,56951841
000008010308,000008010308,2,180,,,56951835,56951842
000008012096,000008012096,2,300,,,,
000008012096,130000082501,2,180,,,,
000008011572,000008011572,2,300,,,,
000008011210,000008011210,2,300,,,,
000008011210,300000001851,2,180,,,,
000008011210,300000001852,2,180,,,,
000008011334,000008011334,2,300,,,,
000008011334,300000002271,2,180,,,,
000008011334,300000002273,2,180,,,,
000008010255,000008010255,2,300,,,,
000008010255,060120005008,2,240,,,,
000008010255,060120005009,2,240,,,,
000008010255,060120005010,2,240,,,,
000008010255,060120005011,2,240,,,,
000008010255,710009120005,2,240,,,,
000008010255,070101005131,2,300,,,,
000008010255,070101005623,2,300,,,,
000008010255,070101005624,2,300,,,,
000008010250,000008010250,2,300,,,,
000008010376,000008010376,2,300,,,,
000008010376,250000028101,2,180,,,,
000008010376,250000028102,2,180,,,,
000008010377,000008010377,2,300,,,,
000008010377,000008010377,2,120,10846_100,10878_100,,
000008010377,000008010377,2,120,10878_100,10846_100,,
000008010377,270000007601,2,180,,,,
000008010377,270000007602,2,180,,,,
000008010377,270000007604,2,180,,,,
000008010377,250000122103,2,180,,,,
000008010377,250000122104,2,180,,,,
000008010373,000008010373,2,300,,,,
000008010373,250000331201,2,180,,,,
000008010373,250000331205,2,180,,,,
000008010373,250000331202,2,180,,,,
000008010373,250000331203,2,180,,,,
000008010373,250000331204,2,180,,,,
000008010378,000008010378,2,300,,,,
000008010378,710009220006,2,180,,,,
000008010018,000008010018,2,300,,,,
000008010018,000008010018,2,120,,,56953985,56954814
000008010018,000008010018,2,120,,,56953986,56954823
000008010018,710009950003,2,300,,,,
000008012084,000008012084,2,300,,,,
000008012084,640000003721,2,180,,,,
000008012084,640000003722,2,180,,,,
000008010139,000008010139,2,300,,,,
000008012089,000008012089,2,300,,,,
000008011563,000008011563,2,300,,,,
000008011322,000008011322,2,300,,,,
000008012479,000008012479,2,300,,,,
000008012479,650030846101,2,180,,,,
000008012479,650030846106,2,180,,,,
000008010246,000008010246,2,300,,,,
000008010246,770000105006,2,180,,,,
000008011818,000008011818,2,300,,,,
000008011818,650030883501,2,180,,,,
000008011818,650030883502,2,180,,,,
000008011818,650030883506,2,180,,,,
000008012233,000008012233,2,300,,,,
000008010004,000008010004,2,300,,,,
000008010004,000008010004,2,180,,,56951909,56954783
000008010004,000008010004,2,180,,,56951910,56954783
000008010004,000008010004,2,180,,,56951925,56954782
000008010004,000008010004,2,180,,,56951926,56954782
000008010004,000008010004,2,240,10876_100,10888_100,,
000008010004,000008010004,2,240,10881_100,10888_100,,
000008010004,000008010004,2,240,10888_100,10876_100,,
000008010004,000008010004,2,240,10888_100,10881_100,,
000008010004,000008010004,2,240,10888_100,10888_100,,
000008010004,000008010004,2,240,10888_100,10890_100,,
000008010004,000008010004,2,240,10888_100,10929_100,,
000008010004,000008010004,2,240,10890_100,10888_100,,
000008010004,000008010004,2,240,10929_100,10888_100,,
000008010004,450009340004,2,240,,,,
000008010004,750000520005,2,240,,,,
000008010004,500000105200,2,240,,,,
000008010004,500000105200,2,120,10876_100,15569_700,,
000008010004,500000105200,2,120,10881_100,15569_700,,
000008010004,500000105200,2,120,10890_100,15569_700,,
000008010004,500000105200,2,120,10929_100,15569_700,,
000008010123,000008010123,2,300,,,,
000008010120,000008010120,2,300,,,,
000008010120,450009310001,2,180,,,,
000008010120,650030830101,2,180,,,,
000008010120,650030830102,2,180,,,,
000008010120,650030830104,2,180,,,,
000008010120,650030830105,2,180,,,,
000008010120,650030830106,2,180,,,,
000008010120,650030830107,2,180,,,,
000008010120,650030830108,2,180,,,,
000008010120,650030830109,2,180,,,,
000008010120,650030830160,2,180,,,,
000008010120,650030830160,2,120,10878_100,13024_700,,
000008010120,650030830160,2,120,10878_100,13025_700,,
000008010120,650030830160,2,60,10878_100,13040_700,,
000008010120,650030830160,2,120,10878_100,14373_700,,
000008010120,650030850110,2,180,,,,
000008010120,650030850111,2,180,,,,
000008010120,650030850160,2,180,,,,
000008010120,650030830180,2,180,,,,
000008010120,650030830180,2,60,10878_100,13040_700,,
000008010120,650030850161,2,180,,,,
000008081688,000008081688,2,300,,,,
000008010121,000008010121,2,300,,,,
000008012195,000008012195,2,300,,,,
000008012190,000008012190,2,300,,,,
000005100057,000005100057,2,300,,,,
000008011559,000008011559,2,300,,,,
000008011559,200000001825,2,180,,,,
000008011559,200000001826,2,180,,,,
000008011271,000008011271,2,300,,,,
000008011271,450009220141,2,180,,,,
000008011314,000008011314,2,300,,,,
000008011314,450009350125,2,180,,,,
000008011311,000008011311,2,300,,,,
000008011311,500000105208,2,180,,,,
000008011319,000008011319,2,300,,,,
000008080170,000008080170,2,300,,,,
000008080170,300000003851,2,180,,,,
000008080170,300000003852,2,180,,,,
000008080170,300000003853,2,180,,,,
000008080170,710009245030,2,240,,,,
000008011805,000008011805,2,300,,,,
000008011805,710009260017,2,240,,,,
000008012469,000008012469,2,300,,,,
000008012469,640000009521,2,180,,,,
000008012469,640000009522,2,180,,,,
000008012469,390009435347,2,180,,,,
000008012469,780000647501,2,180,,,,
000008010357,000008010357,2,300,,,,
000008010357,780000620201,2,180,,,,
000008010357,780000620202,2,180,,,,
000008010353,000008010353,2,300,,,,
000008010353,900000261596,2,120,,,,
000008010353,160000001121,2,300,,,,
000008010351,000008010351,2,300,,,,
000008012226,000008012226,2,300,,,,
000008010077,000008010077,2,300,,,,
000008010072,000008010072,2,300,,,,
000008010073,000008010073,2,360,,,,
000008010073,640000001093,2,240,,,,
000008010073,640000001094,2,240,,,,
000008010073,640000001091,2,300,,,,
000008010073,640000001092,2,300,,,,
000008010073,710009470000,2,300,,,,
000008010073,780000600201,2,240,,,,
000008010073,780000600206,2,240,,,,
000008010079,000008010079,2,360,,,,
000008010079,900000415112,2,120,,,,
000008010079,140094151121,2,300,,,,
000008010079,140094151122,2,300,,,,
000008010113,000008010113,2,300,,,,
000008010113,000008010113,2,240,,,56951747,56955144
000008010113,000008010113,2,240,,,56951770,56955144
000008010113,000008010113,2,180,,,56954200,56955077
000008010113,200000000071,2,360,,,,
000008010113,200000000072,2,360,,,,
000008010113,200000000072,2,360,10878_100,1879_900,,
000008010113,200000000072,2,360,10878_100,1881_900,,
000008010113,200000000072,2,360,10878_100,1882_900,,
000008010113,200000000072,2,360,10878_100,1883_900,,
000008010113,200000000072,2,540,11190_100,1879_900,,
000008010113,200000000072,2,540,11190_100,1881_900,,
000008010113,200000000072,2,540,11190_100,1882_900,,
000008010113,200000000072,2,540,11190_100,1883_900,,
000008010113,450009360000,2,240,,,,
000008010113,650030829101,2,300,,,,
000008010113,650030829106,2,300,,,,
000008010113,660030829104,2,300,,,,
000008010113,660030829104,2,420,10878_100,14920_700,,
000008010113,660030829104,2,420,10878_100,14921_700,,
000008010113,660030829104,2,420,11190_100,14920_700,,
000008010113,660030829104,2,420,11190_100,14921_700,,
000008010113,200000000711,2,300,,,,
000008010113,200000000711,2,420,10878_100,1872_700,,
000008010113,200000000711,2,420,10878_100,1875_700,,
000008010113,200000000711,2,420,10878_100,1878_700,,
000008010113,200000000711,2,420,11190_100,1872_700,,
000008010113,200000000711,2,420,11190_100,1875_700,,
000008010113,200000000711,2,420,11190_100,1878_700,,
000008010113,200000000712,2,300,,,,
000008010113,200000000712,2,420,10878_100,1872_700,,
000008010113,200000000712,2,420,10878_100,1874_700,,
000008010113,200000000712,2,420,10878_100,1875_700,,
000008010113,200000000712,2,420,10878_100,1876_700,,
000008010113,200000000712,2,420,11190_100,1872_700,,
000008010113,200000000712,2,420,11190_100,1874_700,,
000008010113,200000000712,2,420,11190_100,1875_700,,
000008010113,200000000712,2,420,11190_100,1876_700,,
000008010113,200000000721,2,300,,,,
000008010113,200000000721,2,420,10878_100,1870_700,,
000008010113,200000000721,2,420,10878_100,1871_700,,
000008010113,200000000721,2,420,10878_100,12193_700,,
000008010113,200000000721,2,420,11190_100,1870_700,,
000008010113,200000000721,2,420,11190_100,1871_700,,
000008010113,200000000721,2,420,11190_100,12193_700,,
000008010113,200000000722,2,300,,,,
000008010113,200000000731,2,300,,,,
000008010113,200000000731,2,420,10878_100,12193_700,,
000008010113,200000000731,2,420,11190_100,12193_700,,
000008010113,200000000073,2,300,,,,
000008010113,820093600001,2,300,,,,
000008010113,820093600002,2,300,,,,
000008010111,000008010111,2,300,,,,
000008010111,710009445010,2,240,,,,
000008011542,000008011542,2,300,,,,
000008011542,390009415005,2,180,,,,
000008011542,140094150051,2,180,,,,
000008011542,140094150052,2,180,,,,
000008011542,140094150053,2,180,,,,
000008011542,140094150054,2,180,,,,
000008011542,140094150055,2,180,,,,
000008011542,140094150056,2,180,,,,
000008011542,140094150057,2,180,,,,
000008011542,140094150059,2,180,,,,
000008011540,000008011540,2,300,,,,
000008011540,650030849001,2,180,,,,
000008011540,650030849006,2,180,,,,
000008011541,000008011541,2,300,,,,
000008011541,100000716401,2,180,,,,
000008011541,100000716402,2,180,,,,
000008011541,710009210011,2,180,,,,
000008013418,000008013418,2,300,,,,
000008012831,000008012831,2,300,,,,
000008012831,130000080331,2,180,,,,
000008012831,130000080332,2,180,,,,
000008012831,450009200041,2,180,,,,
000005100145,000005100145,2,300,,,,
000008011269,000008011269,2,300,,,,
000008011308,000008011308,2,300,,,,
000008011694,000008011694,2,300,,,,
000008080040,000008080040,2,300,,,,
000008080040,710000937168,2,180,,,,
000008080040,070101006815,2,120,,,,
000008011691,000008011691,2,300,,,,
000008011691,130000085001,2,180,,,,
000008011691,130000085002,2,180,,,,
000008011691,770000103709,2,180,,,,
000008011691,770000203709,2,180,,,,
000008013093,000008013093,2,300,,,,
000008013090,000008013090,2,300,,,,
000008013090,500000105221,2,240,,,,
000008012215,000008012215,2,300,,,,
000008010064,000008010064,2,300,,,,
000008010064,750000113001,2,180,,,,
000008010064,750000113002,2,180,,,,
000008010064,450009350124,2,180,,,,
000008010060,000008010060,2,360,,,,
000008010060,240000011001,2,240,,,,
000008010060,240000011003,2,240,,,,
000008010060,240000011012,2,240,,,,
000008010060,240000011011,2,240,,,,
000008010060,240000011002,2,240,,,,
000008010060,710009275110,2,180,,,,
000008010060,250000050204,2,240,,,,
000008010060,250000050205,2,240,,,,
000008010069,000008010069,2,300,,,,
000008010069,000008010069,2,240,,,56951615,56951561
000008010069,000008010069,2,240,,,56951615,56951562
000008010069,000008010069,2,240,,,56951616,56951561
000008010069,000008010069,2,240,,,56951617,56951581
000008010069,000008010069,2,240,,,56951617,56951582
000008010069,000008010069,2,240,,,56951618,56951581
000008010069,000008010069,2,240,,,56951621,56951549
000008010069,000008010069,2,240,,,56951621,56951550
000008010069,000008010069,2,240,,,56951622,56951549
000008010069,000008010069,2,240,,,56951623,56951551
000008010069,000008010069,2,240,,,56951623,56951552
000008010069,000008010069,2,240,,,56951624,56951551
000008010069,000008010069,2,240,,,56951625,56951559
000008010069,000008010069,2,240,,,56951625,56951560
000008010069,000008010069,2,240,,,56951626,56951559
000008010069,000008010069,2,240,,,56951627,56951553
000008010069,000008010069,2,240,,,56951627,56951554
000008010069,000008010069,2,240,,,56951628,56951553
000008010069,000008010069,2,240,,,56951629,56951555
000008010069,000008010069,2,240,,,56951629,56951556
000008010069,000008010069,2,240,,,56951630,56951555
000008010069,000008010069,2,240,,,56951631,56951559
000008010069,160000007401,2,180,,,,
000008010069,390009435459,2,180,,,,
000008010103,000008010103,2,300,,,,
000008010103,140094153451,2,180,,,,
000008010103,140094153452,2,180,,,,
000008010103,140094153453,2,180,,,,
000008010103,140094153455,2,180,,,,
000008010100,000008010100,2,300,,,,
000008010100,000008010100,2,180,,,56951583,56951862
000008010100,000008010100,2,180,,,56951583,56951896
000008010100,000008010100,2,180,,,56951583,56951897
000008010100,000008010100,2,180,,,56951583,56951900
000008010100,000008010100,2,180,,,56951584,56951863
000008010100,000008010100,2,180,,,56951584,56951910
000008010100,000008010100,2,180,,,56951586,56951864
000008010100,000008010100,2,180,,,56951586,56951926
000008010100,000008010100,2,180,,,56951588,56951866
000008010100,000008010100,2,180,,,56951588,56951932
000008010100,000008010100,2,180,,,56951592,56951914
000008010100,000008010100,2,180,,,56951592,56951942
000008010100,000008010100,2,240,,,56951593,56951890
000008010100,000008010100,2,240,,,56951593,56951920
000008010100,000008010100,2,240,,,56951593,56951945
000008010100,140094151671,2,180,,,,
000008010109,000008010109,2,360,,,,
000008010109,000008010109,2,120,10845_100,10865_100,,
000008010109,000008010109,2,120,10865_100,10845_100,,
000008010109,160000006001,2,240,,,,
000008010109,160000006002,2,240,,,,
000008010109,060260005671,2,240,,,,
000008010109,060260005672,2,240,,,,
000008010109,070101006480,2,300,,,,
000008010109,070101007008,2,300,,,,
000008010109,070101007011,2,300,,,,
000008013406,000008013406,2,300,,,,
000008011250,000008011250,2,300,,,,
000008011250,160000003081,2,180,,,,
000008011250,710009260019,2,240,,,,
000008011016,000008011016,2,300,,,,
000008011131,000008011131,2,300,,,,
000008013083,000008013083,2,300,,,,
000008012445,000008012445,2,300,,,,
000008011867,000008011867,2,300,,,,
000008011867,140094156831,2,180,,,,
000008011867,140094156832,2,180,,,,
000008012565,000008012565,2,300,,,,
000008012565,390009435062,2,180,,,,
000008012565,140094350622,2,180,,,,
000008012568,000008012568,2,300,,,,
000008011901,000008011901,2,300,,,,
000008011901,060152001001,2,180,,,,
000008011901,060152001002,2,180,,,,
000008011901,750000335101,2,180,,,,
000008011901,750000335102,2,180,,,,
000008011901,450009152001,2,180,,,,
000008011901,070101005285,2,180,,,,
000008011901,070101005346,2,180,,,,
000008011901,070301009513,2,180,,,,
000008011901,070301009519,2,180,,,,
000008011909,000008011909,2,300,,,,
000008010053,000008010053,2,300,,,,
000008010053,060250006003,2,180,,,,
000008010053,300000004870,2,180,,,,
000008012322,000008012322,2,300,,,,
000008012321,000008012321,2,300,,,,
000008012321,710000995002,2,240,,,,
000008012329,000008012329,2,300,,,,
000008010177,000008010177,2,300,,,,
000008010177,390009439925,2,180,,,,
000008010177,780000640101,2,180,,,,
000008010177,780000640106,2,180,,,,
000008010175,000008010175,2,300,,,,
000008010175,770000105005,2,180,,,,
000008010175,770000205005,2,180,,,,
000008010175,770000405005,2,180,,,,
000008010173,000008010173,2,300,,,,
000008010173,710008010173,2,240,,,,
000008010171,000008010171,2,300,,,,
000008010171,390009435314,2,180,,,,
000008010179,000008010179,2,300,,,,
000008013477,000008013477,2,300,,,,
000008013477,060310004099,2,180,,,,
000008013477,060310004903,2,180,,,,
000008013477,060310004903,2,300,10878_100,10148_109,,
000008013477,060310004905,2,180,,,,
000008013477,060310004905,2,300,10878_100,10148_109,,
000008013477,060310004905,2,300,10878_100,10149_109,,
000008013477,060310004906,2,180,,,,
000008013477,060310004906,2,300,10878_100,10148_109,,
000008013477,060310004906,2,300,10878_100,10149_109,,
000008013472,000008013472,2,300,,,,
000008013472,710009210012,2,180,,,,
000008013470,000008013470,2,360,,,,
000008013470,060330004099,2,240,,,,
000008013470,750000306301,2,240,,,,
000008013470,450009350160,2,240,,,,
000008013470,750000306302,2,240,,,,
000008013470,750000306304,2,240,,,,
000008013470,750000306305,2,240,,,,
000008013470,750000306307,2,240,,,,
000008013470,060330004131,2,240,,,,
000008013470,060330004132,2,240,,,,
000008012816,000008012816,2,300,,,,
000008012816,900000416094,2,120,,,,
000008012816,140094160941,2,180,,,,
000008013479,000008013479,2,300,,,,
000008013479,100000710201,2,180,,,,
000008013479,100000710202,2,180,,,,
000008013479,100000710203,2,180,,,,
000008013479,100000710204,2,180,,,,
000008013479,710009210010,2,180,,,,
000008013479,070101007163,2,180,,,,
000008012819,000008012819,2,300,,,,
000008012934,000008012934,2,300,,,,
000008013238,000008013238,2,300,,,,
000008013238,450009340056,2,180,,,,
000008012552,000008012552,2,300,,,,
000008012552,300000002261,2,180,,,,
000008012552,300000002262,2,180,,,,
000008010047,000008010047,2,300,,,,
000008010041,000008010041,2,300,,,,
000008010041,060192001004,2,180,,,,
000008010041,060192001005,2,180,,,,
000008010041,060192001006,2,180,,,,
000008012315,000008012315,2,300,,,,
000008010161,000008010161,2,300,,,,
000008013467,000008013467,2,300,,,,
000008013467,250000157001,2,180,,,,
000008013467,250000157002,2,180,,,,
000008012923,000008012923,2,300,,,,
000008012923,160000002962,2,180,,,,
000008012923,160000002961,2,180,,,,
000008012923,710009261871,2,300,,,,
000008011355,000008011355,2,300,,,,
000008013222,000008013222,2,300,,,,
000008011078,000008011078,2,300,,,,
000008011078,140094152401,2,180,,,,
000008011078,140094152402,2,180,,,,
000008013185,000008013185,2,300,,,,
000008013185,130000081701,2,180,,,,
000008013185,130000081702,2,180,,,,
000008013183,000008013183,2,300,,,,
000008013183,130000082201,2,180,,,,
000008013183,130000082202,2,180,,,,
000008011848,000008011848,2,300,,,,
000008011848,770000105322,2,180,,,,
000008011848,770000205322,2,180,,,,
000008011960,000008011960,2,300,,,,
000008012549,000008012549,2,300,,,,
000008012549,160000003321,2,180,,,,
000008012549,710009260018,2,240,,,,
000008012264,000008012264,2,300,,,,
000008012264,710009950004,2,240,,,,
000008012262,000008012262,2,300,,,,
000008012262,710009950009,2,240,,,,
000008012260,000008012260,2,300,,,,
000008012260,300000000011,2,180,,,,
000008012260,300000000012,2,180,,,,
000008012260,710009245016,2,180,,,,
000008010153,000008010153,2,300,,,,
000008010151,000008010151,2,300,,,,
000008012021,000008012021,2,300,,,,
000008011344,000008011344,2,300,,,,
000008011340,000008011340,2,300,,,,
000008011340,300000004930,2,180,,,,
000008012918,000008012918,2,300,,,,
000008012918,500000105274,2,180,,,,
000008080710,000008080710,2,300,,,,
000008011100,000008011100,2,300,,,,
000008011100,250000004201,2,180,,,,
000008011952,000008011952,2,300,,,,
000008011959,000008011959,2,300,,,,
000008012257,000008012257,2,300,,,,
000008012257,710009261549,2,240,,,,
000008012371,000008012371,2,300,,,,
000008012681,000008012681,2,300,,,,
000008012011,000008012011,2,300,,,,
000008012011,240000071911,2,180,,,,
000008012011,240000071912,2,180,,,,
000008012011,240000071913,2,180,,,,
000008013444,000008013444,2,300,,,,
000008010296,000008010296,2,360,,,,
000008010296,100000590402,2,240,,,,
000008010296,100000590401,2,240,,,,
000008010296,710009210771,2,360,,,,
000008010296,100000590411,2,240,,,,
000008010296,100000590412,2,240,,,,
000008081586,000008081586,2,300,,,,
000008081586,710009210180,2,180,,,,
000008010297,000008010297,2,300,,,,
000008010292,000008010292,2,300,,,,
000008012903,000008012903,2,300,,,,
000008011173,000008011173,2,300,,,,
000008011173,160000004462,2,180,,,,
000008011173,160000004461,2,180,,,,
000008011173,710009260611,2,240,,,,
000008011179,000008011179,2,300,,,,
000008011486,000008011486,2,300,,,,
000008011944,000008011944,2,300,,,,
000008011944,780000667001,2,180,,,,
000008011944,780000667006,2,180,,,,
000008011945,000008011945,2,300,,,,
000008011945,780000666806,2,180,,,,
000008011940,000008011940,2,300,,,,
000008011940,650030884501,2,180,,,,
000008011940,650030884502,2,180,,,,
000008011940,650030884506,2,180,,,,
000008012006,000008012006,2,300,,,,
000008012006,780000660501,2,180,,,,
000008012006,780000660506,2,180,,,,
000008010287,000008010287,2,300,,,,
000008010287,790002157231,2,300,,,,
000008010287,790002157232,2,300,,,,
000008010287,790002157233,2,300,,,,
000008010287,790002157234,2,300,,,,
000008010287,790002157235,2,300,,,,
000008010287,790002157236,2,300,,,,
000008010284,000008010284,2,300,,,,
000008010285,000008010285,2,300,,,,
000008010282,000008010282,2,360,,,,
000008010282,450009340050,2,180,,,,
000008010280,000008010280,2,300,,,,
000008010280,270000007701,2,180,,,,
000008010280,270000007702,2,180,,,,
000008010280,270000007702,2,120,10845_100,1558_900,,
000008010280,270000007702,2,120,10845_100,5633_900,,
000008010280,270000007702,2,240,10845_100,15280_900,,
000008010280,270000007702,2,120,10846_100,1558_900,,
000008010280,270000007702,2,120,10846_100,5633_900,,
000008010280,270000007702,2,240,10846_100,15280_900,,
000008010280,270000007702,2,120,10847_100,1558_900,,
000008010280,270000007702,2,120,10847_100,5633_900,,
000008010280,270000007702,2,240,10847_100,15280_900,,
000008010280,270000007702,2,120,10878_100,1558_900,,
000008010280,270000007702,2,120,10878_100,5633_900,,
000008010280,270000007702,2,120,10878_100,15280_900,,
000008010280,270000007702,2,120,10941_100,1558_900,,
000008010280,270000007702,2,120,10941_100,5633_900,,
000008010280,270000007702,2,240,10941_100,15280_900,,
000008010280,270000007703,2,180,,,,
000008010280,270000007704,2,180,,,,
000008010280,250000120301,2,180,,,,
000008010280,250000120302,2,180,,,,
000008013275,000008013275,2,300,,,,
000008013272,000008013272,2,300,,,,
000008013272,650030848001,2,180,,,,
000008013272,650030848006,2,180,,,,
000008011630,000008011630,2,300,,,,
000008011044,000008011044,2,300,,,,
000008011042,000008011042,2,300,,,,
000008013313,000008013313,2,300,,,,
000008013313,500000105328,2,180,,,,
000008013313,450009341270,2,180,,,,
000008011048,000008011048,2,300,,,,
000008080530,000008080530,2,300,,,,
000008080530,060230003821,2,180,,,,
000008080530,060230003821,2,240,10847_100,10162_109,,
000008080530,060230003821,2,240,10847_100,10163_109,,
000008080530,060230003822,2,180,,,,
000008080530,270000043201,2,180,,,,
000008080530,270000043201,2,60,10847_100,1548_700,,
000008080530,270000043201,2,60,10847_100,1554_700,,
000008080530,270000043202,2,180,,,,
000008080530,270000043202,2,60,10847_100,1548_700,,
000008080530,270000043202,2,60,10847_100,1550_700,,
000008012358,000008012358,2,300,,,,
000008010396,000008010396,2,300,,,,
000008012967,000008012967,2,300,,,,
000008010395,000008010395,2,300,,,,
000008010395,300000002291,2,180,,,,
000008010395,160000007842,2,180,,,,
000008010395,160000007841,2,180,,,,
000008010395,300000002292,2,180,,,,
000008010395,300000002293,2,180,,,,
000008010395,300000002294,2,180,,,,
000008010395,780000450103,2,180,,,,
000008012968,000008012968,2,300,,,,
000008012968,500000100946,2,180,,,,
000008012968,450009340055,2,180,,,,
000008010399,000008010399,2,300,,,,
000008010399,130000087001,2,180,,,,
000008010399,130000087002,2,180,,,,
000008010399,500000100169,2,180,,,,
000008013305,000008013305,2,300,,,,
000008011154,000008011154,2,300,,,,
000008011154,650030860501,2,180,,,,
000008011154,650030860506,2,180,,,,
000008012341,000008012341,2,300,,,,
000008012957,000008012957,2,300,,,,
000008012957,250000131101,2,180,,,,
000008012957,250000131102,2,180,,,,
000008010384,000008010384,2,300,,,,
000008010384,770000105617,2,180,,,,
000008010384,770000205617,2,180,,,,
000008010382,000008010382,2,300,,,,
000008010382,710009216026,2,240,,,,
000008010382,790002160261,2,300,,,,
000008010382,790002160262,2,300,,,,
000008010382,790002160263,2,300,,,,
